0.48 707744 0.566037 1.93814 0.66 770.437
0.48 720719 0.593147 2.01735 0.68 770.473
0.48 733820 0.622079 2.09511 0.7 770.425
0.48 747122 0.651159 2.16592 0.72 770.473
0.48 760836 0.681139 2.24449 0.74 770.415
0.48 775367 0.71408 2.32404 0.76 770.462
0.48 789425 0.745354 2.40037 0.78 770.427
0.48 805579 0.781414 2.49796 0.8 770.422
0.48 820472 0.817694 2.57992 0.82 770.456
0.48 837680 0.85123 2.66756 0.84 770.441
0.48 854888 0.891374 2.76209 0.86 770.437
0.48 872878 0.929993 2.84665 0.88 770.454
0.48 892031 0.972642 2.94904 0.9 770.444
0.48 911703 1.01705 3.03837 0.92 770.448
0.48 932300 1.06227 3.13938 0.94 770.45
0.48 953666 1.10982 3.25379 0.96 770.448
0.48 976395 1.15849 3.3622 0.98 770.446
0.48 1000000 1.21067 3.47694 1 770.461
0.54 453543 0.0108876 0.270731 0.02 770.558
0.54 459829 0.0222235 0.311159 0.04 770.514
0.54 464196 0.0341429 0.350693 0.06 770.486
0.54 468745 0.0460506 0.390964 0.08 770.517
0.54 474624 0.0588171 0.437282 0.1 770.485
0.54 480315 0.0711866 0.476911 0.12 770.5
0.54 486065 0.0839661 0.521179 0.14 770.466
0.54 492438 0.0968548 0.565254 0.16 770.497
0.54 498546 0.110423 0.613688 0.18 770.488
0.54 504707 0.124026 0.648742 0.2 770.473
0.54 510698 0.13771 0.695511 0.22 770.472
0.54 517737 0.151419 0.743971 0.24 770.537
0.54 524011 0.167432 0.791518 0.26 770.492
0.54 530823 0.182626 0.842618 0.28 770.467
0.54 537881 0.19867 0.891096 0.3 770.494
0.54 544326 0.21545 0.949409 0.32 770.532
0.54 553452 0.229594 0.987189 0.34 770.513
0.54 560108 0.248836 1.0503 0.36 770.496
0.54 568365 0.26493 1.09816 0.38 770.489
0.54 576213 0.281762 1.14479 0.4 770.496
0.54 583956 0.301093 1.20739 0.42 770.497
0.54 592193 0.320965 1.25926 0.44 770.497
0.54 602192 0.340252 1.31911 0.46 770.471
0.54 610085 0.358993 1.37897 0.48 770.471
0.54 619905 0.379776 1.44175 0.5 770.481
0.54 629084 0.401643 1.49713 0.52 770.513
0.54 639321 0.422806 1.55753 0.54 770.502
0.54 649640 0.447294 1.62757 0.56 770.489
0.54 660785 0.470229 1.68828 0.58 770.5
0.54 671140 0.492379 1.75394 0.6 770.489
0.54 681758 0.520629 1.83037 0.62 770.501
0.54 694099 0.544987 1.90026 0.64 770.482
0.54 705250 0.571712 1.96393 0.66 770.495
0.54 718246 0.600085 2.03733 0.68 770.491
0.54 731192 0.627841 2.10342 0.7 770.52
0.54 744988 0.656635 2.18279 0.72 770.476
0.54 758381 0.68844 2.25812 0.74 770.507
0.54 771877 0.722172 2.34669 0.76 770.497
0.54 788124 0.756451 2.43026 0.78 770.499
0.54 803217 0.790121 2.51584 0.8 770.5
0.54 818566 0.822718 2.58016 0.82 770.499
0.54 835799 0.860548 2.69541 0.84 770.486
0.54 852576 0.90144 2.77538 0.86 770.478
0.54 872094 0.943473 2.89102 0.88 770.488
0.54 890370 0.982828 2.97031 0.9 770.466
0.54 910716 1.0285 3.07407 0.92 770.476
0.54 931561 1.07607 3.17681 0.94 770.482
0.54 953239 1.12093 3.27548 0.96 770.495
0.54 976296 1.17147 3.38729 0.98 770.495
0.54 1000000 1.22392 3.50567 1 770.477
0.6 450551 0.0113261 0.296879 0.02 770.545
0.6 455322 0.022696 0.334981 0.04 770.538
0.6 460318 0.0343045 0.376687 0.06 770.53
0.6 466534 0.0460224 0.41226 0.08 770.546
0.6 472451 0.0588019 0.459631 0.1 770.53
0.6 477256 0.0712972 0.501159 0.12 770.496
0.6 483635 0.0837863 0.540205 0.14 770.524
0.6 489625 0.0973153 0.588046 0.16 770.536
0.6 495133 0.111057 0.632038 0.18 770.479
0.6 501407 0.124374 0.675748 0.2 770.5
0.6 508236 0.13877 0.719292 0.22 770.52
0.6 514641 0.153266 0.768818 0.24 770.526
0.6 520867 0.167932 0.810866 0.26 770.542
0.6 527941 0.183716 0.866243 0.28 770.529
0.6 535012 0.200397 0.914138 0.3 770.509
0.6 541855 0.215285 0.958344 0.32 770.542
0.6 549074 0.232215 1.01493 0.34 770.503
0.6 557054 0.25013 1.06991 0.36 770.539
0.6 564296 0.265908 1.11593 0.38 770.541
0.6 573734 0.286567 1.1837 0.4 770.521
0.6 581248 0.30323 1.2304 0.42 770.498
0.6 589192 0.323842 1.28724 0.44 770.506
0.6 598183 0.341859 1.34493 0.46 770.522
0.6 607938 0.36196 1.39459 0.48 770.5
0.6 617287 0.381116 1.45438 0.5 770.564
0.6 627018 0.40303 1.51957 0.52 770.521
0.6 636466 0.427322 1.58662 0.54 770.486
0.6 647301 0.449639 1.64515 0.56 770.505
0.6 656449 0.473266 1.7103 0.58 770.549
0.6 668596 0.498121 1.77571 0.6 770.537
0.6 679250 0.524153 1.8494 0.62 770.54
